site,watershed,date,latitude,longitude,ph_sonde,ph_lab,temp_deg_c_sonde,temp_lab_deg_c,spc_u_scm_sonde,conductivity_lab_u_scm,alkalinity_mg_ca_co3l,aluminum_dis_ug_l,aluminum_org_ug_l,ali_ug_l,antimony_dis_ug_l,arsenic_dis_ug_l,barium_dis_ug_l,bromide_ug_l,cadmium_dis_ug_l,calcium_dis_mg_l,cerium_dis_ug_l,chloride_mg_l,chromium_dis_ug_l,cobalt_dis_ug_l,copper_dis_ug_l,fluoride_ug_l,hardness_mg_ca_co3l,iron_dis_ug_l,lead_dis_ug_l,lithium_dis_ug_l,magnesium_dis_mg_l,manganese_dis_ug_l,nickel_dis_ug_l,nitrate_ug_l,nitrite_ug_l,phosphate_ug_l,phosphorus_dis_ug_l,potassium_dis_mg_l,selenium_dis_ug_l,silver_dis_ug_l,sodium_dis_mg_l,sulfate_mg_l,tds_mg_l,titanium_dis_ug_l,uranium_dis_ug_l,vanadium_dis_ug_l,zinc_dis_ug_l,avg_dic_mg_l,avg_doc_mg_l,avg_turbidity_ntu,avg_colour_colour_units,cens_ph_sonde,cens_ph_lab,cens_temp_deg_c_sonde,cens_temp_lab_deg_c,cens_spc_u_scm_sonde,cens_conductivity_lab_u_scm,cens_alkalinity_mg_ca_co3l,cens_aluminum_dis_ug_l,cens_aluminum_org_ug_l,cens_ali_ug_l,cens_antimony_dis_ug_l,cens_arsenic_dis_ug_l,cens_barium_dis_ug_l,cens_bromide_ug_l,cens_cadmium_dis_ug_l,cens_calcium_dis_mg_l,cens_cerium_dis_ug_l,cens_chloride_mg_l,cens_chromium_dis_ug_l,cens_cobalt_dis_ug_l,cens_copper_dis_ug_l,cens_fluoride_ug_l,cens_hardness_mg_ca_co3l,cens_iron_dis_ug_l,cens_lead_dis_ug_l,cens_lithium_dis_ug_l,cens_magnesium_dis_mg_l,cens_manganese_dis_ug_l,cens_nickel_dis_ug_l,cens_nitrate_ug_l,cens_nitrite_ug_l,cens_phosphate_ug_l,cens_phosphorus_dis_ug_l,cens_potassium_dis_mg_l,cens_selenium_dis_ug_l,cens_silver_dis_ug_l,cens_sodium_dis_mg_l,cens_sulfate_mg_l,cens_tds_mg_l,cens_titanium_dis_ug_l,cens_uranium_dis_ug_l,cens_vanadium_dis_ug_l,cens_zinc_dis_ug_l,cens_avg_dic_mg_l,cens_avg_doc_mg_l,cens_avg_turbidity_ntu,cens_avg_colour_colour_units,yday
KRC,WRSH,2021-10-19,45.06485,-62.70628,4.03,5.0048,12.7,14.1,27.4,30.5,1.582,351.400939525553,306.32220047231715,45.078739053235836,2,2.5662873198815346,4.909615558881749,12.9739,0.4,1.18497134698191,1.0149897734090865,3.6207,0.4,0.516702756412018,0.7,19.3531,5.3379992736025255,763.421835840647,0.4594794274207438,0.6611038369557711,0.57773817877336,65.4200333461543,0.6235090836466944,198.0884,9,13.7498,10,0.2823063358986528,1,0.4,2.831923824275919,0.7615,20.33313,2.6653875685307433,0.4,0.4,3.3422860345389167,1.3595000000000002,17.92,0.522,188,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,none,none,left,none,left,none,none,none,none,none,none,none,none,none,left,none,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.8
KRC,WRSH,2021-10-26,45.06485,-62.70628,4.97,5.107,10.5,17.8,25.6,33.4,2.102,315.0006211694545,292.27228203383953,22.728339135614988,2,2.1305972918859766,4.618749577150752,12.2272,0.4,1.0851531923416,0.941325830911823,4.0376,0.4,0.45185302147276946,0.7,23.7664,4.675473316706896,722.7699813915792,0.4509091424298136,0.5370647806174129,0.477378774995124,60.892305504282184,0.6856553343685197,35.3141,9,10,10,0.3068416310748138,1,0.4,2.6621391981284552,0.729,22.266444,2.2692136618366647,0.4,0.4,12.31980261051766,1.051,19.475,0.799,196.5,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,none,none,left,none,left,none,none,none,none,none,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.8191780821917808
KRC,WRSH,2021-11-02,45.06485,-62.70628,4.83,3.655,10,14.8,26.2,31.3,1.725,327.2149402200405,295.5770600790442,31.637880140996288,2,1.8386392439967991,5.064883164092141,12.9708,0.4,1.2891137832333803,0.9664035970726832,3.7829,0.4,0.45636975644290095,1.2515514354972197,18.4185,5.51762782163965,732.8166264599596,0.5720276114187213,0.5548812192811109,0.558210467437081,59.85168251819547,0.5784292196204304,127.6898,9,10,10,0.32531384092534854,1,0.4,2.777414007875184,0.7438,20.866458,2.523900820064915,0.4,0.4,13.641185631302724,1.2315,11.84,0.8505,185,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,none,none,left,none,none,none,none,none,none,none,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.8383561643835616
KRC,WRSH,2021-11-09,45.06485,-62.70628,4.77,4.9802,5.1,17,28.2,31.5,1.473,332.5731588232092,301.7445485589542,30.82861026425502,2,2.0788572533992804,4.8307576246808415,13.2297,0.4,1.19488509097949,0.9766835942107449,3.8544,0.4,0.4927219200381639,1.1142553192360092,18.8212,5.374136075563609,774.5790541275944,0.6899228626978294,0.6191872445092598,0.580502186349641,62.874017216195575,0.6220656601301949,103.3051,9,10,10,0.3674499594648955,1,0.4,2.8392858024723195,0.8143,20.99979,2.6214886539166278,0.4,0.4,14.697938082579576,1.2745000000000002,12.615,0.696,189,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,none,none,left,none,none,none,none,none,none,none,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.8575342465753425
KRC,WRSH,2021-11-16,45.06485,-62.70628,4.63,4.9137,5.7,16,27.7,31.8,1.531,305.2527502191627,266.77609467981284,38.47665553934985,2,1.6478965819326081,4.560341114616231,11.6341,0.4,1.05874815697134,0.9045043020186427,3.7258,0.4,0.4807178239214232,0.9339915454595105,17.6711,4.898080029284113,705.1428318561533,0.742010435089416,0.5695795226577154,0.547446790025905,55.232335486293394,1.0682043626625541,167.0148,9,10,10,0.36627370470093323,1,0.4,2.751907519250795,0.8527,21.199788,2.4974776767939537,0.4,0.4,27.584067227755224,1.0110000000000001,12.295,0.7989999999999999,167,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,none,none,left,none,none,none,none,none,none,none,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.8767123287671232
KRC,WRSH,2022-04-28,45.06485,-62.70628,4.74,5.3163,9,16.96,19.8,23.7,10.6545,154.651,139.907,14.744,NA,1.305,2.36,NA,NA,0.676,NA,2.47,NA,NA,0.861,14.41,2.78,276.182,NA,0.858,0.265,27.376,NA,75.09,NA,49.46,NA,0.265,1,0.4,2.053,0.9861,15.8,1.556,0.4,NA,16.651,NA,9.7585,0.919,112,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,left,left,none,none,none,none,left,none,none,none,none,none,none,0.3232876712328767
KRC,WRSH,2022-05-03,45.06485,-62.70628,4.97,5.8148,11.2,18.53,19.5,1.6788,1.349,175.432,146.908,28.524,NA,1.404,3.181,NA,NA,0.705,0.415,2.61,NA,NA,1.323,14.78,2.98,301.762,NA,0.977,0.296,32.089,0.496,105,NA,33.15,15.179,0.388,1,0.4,2.311,1.0007,1.12,2.233,0.4,NA,8.885,NA,7.33,0.692,99,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,left,left,none,none,none,none,left,none,none,none,none,none,none,0.336986301369863
KRC,WRSH,2022-05-12,45.06485,-62.70628,5.24,5.5412,18,17.94,19.6,2.3999,2.3999,156.684,139.907,16.776999999999987,NA,2.168,2.464,NA,NA,0.753,NA,2.84,NA,NA,NA,11.9,3,266.365,NA,0.87,0.272,31.662,NA,60.82,NA,NA,NA,0.372,1,0.4,2.333,1.1489,1.6,1.157,0.4,NA,4.04,NA,7.061,4.005,94,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,left,left,none,none,none,none,left,none,none,none,none,none,none,0.36164383561643837
KRC,WRSH,2022-05-18,45.06485,-62.70628,5.41,5.6344,15.5,13.7683,19.3,-6.0547,0.73,172.804,161.126,11.677999999999997,NA,2.837,4.168,NA,NA,0.827,NA,NA,NA,NA,1.239,NA,3.26,296.917,0.791,1.507,0.289,32.393,0.488,NA,NA,NA,31.242,0.483,1,0.4,2.51,NA,-4.04,1.63,0.4,NA,18.441,NA,7.428,3.3,96,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,left,left,none,none,none,none,left,none,none,none,none,none,none,0.3780821917808219
KRC,WRSH,2022-05-24,45.06485,-62.70628,5.27,5.5685,18.7,18.3676,19.9,-3.5584,1.1353,192.6147062,149.4610164,43.153689799999995,2,2.884336994,2.633458298,9,0.4,0.845017614,0.426401074,2.7606,0.4,0.4,0.7,21.6068,NA,307.5591986,0.4,0.727871152,0.312281066,36.24886711,0.4,34.2314,9,975.9,10,0.317288323,1,0.4,2.443506964,1.1321,-2.372242944,1.559180447,0.4,0.4,4.829548319,1.03055,NA,0.8255,54.412,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,none,none,left,left,left,none,none,none,left,none,none,none,left,none,left,none,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.39452054794520547
KRC,WRSH,2022-06-02,45.06485,-62.70628,5.27,5.6088,15.9,16.3096,20.7,-17.7294,0.3188,212.7780237,170.7789699,41.99905380000001,2,3.213108788,2.938630284,9,0.4,0.96555408,0.418194093,2.7938,0.4,0.4,1.44925436,14.7005,NA,328.3253849,0.420188905,2.650656657,0.253808241,35.66033877,0.696486057,34.1287,9,64.9141,298.8212875,0.385367065,1,0.4,2.229150413,1.0855,-11.8194818,1.855371609,0.4,0.4,20.45725773,0.9599,7.6225,1.995,58.51,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,none,none,left,left,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.4191780821917808
KRC,WRSH,2022-06-08,45.06485,-62.70628,5.55,5.8456,19.9,16.0489,21.5,14.6554,3.649,213.4115409,169.0184193,44.3931216,2,4.055382897,2.846911954,9,0.4,0.903388109,0.4,2.9625,0.4,0.4,0.7,17.989,NA,335.1796479,0.4,0.903245037,0.269732686,36.18990163,0.4,33.1444,9,32.3452,10,0.24450105,1,0.4,2.128987733,1.0614,72.66594,1.70845922,0.4,0.4,2.904512822,1.459,7.9535,8.765,58.925,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,left,none,left,left,left,none,none,none,left,none,none,none,left,none,left,none,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.43561643835616437
KRC,WRSH,2022-06-15,45.06485,-62.70628,4.71,5.0744,17.2,18.4126,20,-0.9966,-0.1263,324.8719674,253.0503013,71.82166610000002,2,2.857956847,3.92865633,9,0.4,0.886628218,0.680185479,2.0326,0.4,0.4,0.7,9,NA,523.1732125,0.40703586,1.291350521,0.273173799,41.74498426,0.511409217,41.3659,9,331.1,11.99242365,0.180413386,1,0.4,1.84598434,0.6213,101.33232,3.48522499,0.4,0.4,6.849585596,1.3585,13.11,1.07,76.565,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,none,none,left,left,left,left,none,none,none,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.4547945205479452
KRC,WRSH,2022-06-23,45.06485,-62.70628,4.82,5.3068,21.6,18.6118,18.8,-7.2977,0.3677,300.0951179,248.3962545,51.69886339999999,2,3.690905301,3.346044662,9,0.4,0.840361137,0.693823722,2.2334,0.4,0.4,0.7,10.9489,NA,587.2434397,0.877488787,2.609980442,0.318044392,45.76322981,0.628164833,52.4225,9,79.4652,33.54463306,0.198463116,1,0.4,2.175420802,0.6991,173.3316,2.981996553,0.4,0.4,22.38989334,1.1985,12.075,2.63,131.325,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,none,none,left,left,left,none,none,none,none,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.4767123287671233
KRC,WRSH,2022-06-29,45.06485,-62.70628,4.64,5.1294,21.9,16.4255,22.4,-16.6563,-0.3779,374.9253273,288.3965076,86.52881969999999,2,3.365172745,4.388437138,9,0.4,0.908384093,0.978120956,2.1261,0.4,0.447338298,0.824153328,9,NA,805.6629652,0.548272339,1.013117634,0.364713218,50.73183184,0.684059709,48.0223,9,12.9668,12.37815403,0.339880127,1,0.4,2.375662389,0.612,137.33196,3.693251086,0.4,0.467132538,6.464351302,1.18665,14.71,2.49,104.315,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,none,none,left,none,none,left,none,none,none,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,none,none,none,none,none,none,0.4931506849315068
MB,Gold,2016-05-27,44.778403,-64.414356,4.62,6.33,9.8,NA,27.1,NA,NA,270,240,30,2,0.4,2.3,9,0.015,1.2,NA,2.3993962,0.4,0.4,0.7,198.5233,NA,270,0.4,NA,0.47,12,0.4,93.0168,9,10,10,0.32,1,0.4,3.2,1.27848,NA,2.6,0.87,0.4,0.6,NA,6.8,NA,NA,none,none,none,none,none,none,none,none,none,none,left,left,none,left,none,none,none,none,left,left,left,none,none,none,left,none,none,none,left,none,left,left,left,none,left,left,none,none,none,none,none,left,left,none,none,none,none,0.40437158469945356
MB,Gold,2016-06-15,44.778403,-64.414356,5.41,6.35,11.2,NA,25.5,NA,NA,260,245,15,2,1.19,3.07,9,0.0349,1.59,NA,3.3161625,0.4,0.4,0.7,231.7138,NA,230,0.4,NA,0.603,9.03,0.4,50.2238,9,10,10,0.235,1,0.4,3.39,1.49683,NA,2.71,1.06,0.4,0.6,NA,8.39,NA,NA,none,none,none,none,none,none,none,none,none,none,left,none,none,left,none,none,none,none,left,left,left,none,none,none,left,none,none,none,left,none,left,left,left,none,left,left,none,none,none,none,none,left,left,none,none,none,none,0.4562841530054645
MB,Gold,2016-06-27,44.778403,-64.414356,4.87,6.67,16.3,NA,39.7,NA,NA,284,257,27,2,1.66,2.83,18.8291,0.0192,1.61,NA,3.7045904,0.4,0.4,0.7,365.7643,NA,308,0.4,NA,0.613,19.4,0.4,272.2382,9,10,10,0.25,1,0.4,4.08,1.850723,NA,2.62,1.29,0.4,0.6,NA,7.6,NA,NA,none,none,none,none,none,none,none,none,none,none,left,none,none,none,none,none,none,none,left,left,left,none,none,none,left,none,none,none,left,none,left,left,left,none,left,left,none,none,none,none,none,left,left,none,none,none,none,0.4890710382513661
MB,Gold,2016-07-14,44.778403,-64.414356,5.07,6.53,15.5,NA,37.7,NA,NA,305,265,40,2,1.7,3,9.7176,0.021,1.78,NA,3.5393512,0.4,0.4,0.7,372.186,NA,347,0.53,NA,0.661,22.9,0.4,172.0139,20.4328,10,10,0.287,1,0.4,4.12,1.74713,NA,3.5,1.48,0.4,5.7,NA,6.4,NA,NA,none,none,none,none,none,none,none,none,none,none,left,none,none,none,none,none,none,none,left,left,left,none,none,none,none,none,none,none,left,none,none,left,left,none,left,left,none,none,none,none,none,left,none,none,none,none,none,0.5355191256830601
MB,Gold,2017-04-20,44.778403,-64.414356,4.15,6.08,2.3,NA,20.6,NA,NA,246,221,25,2,0.4,2.21,9,0.0208,0.848,NA,2.63146,0.4,0.4,0.7,73.01,NA,154,0.4,NA,0.356,16.6,0.4,10,16.3,10,10,0.186,1,0.4,2.12,1.99627,NA,0.5,0.608,0.4,0.6,NA,7.03,NA,NA,none,none,none,none,none,none,none,none,none,none,left,left,none,left,none,none,none,none,left,left,left,none,none,none,left,none,none,none,left,left,none,left,left,none,left,left,none,none,none,left,none,left,left,none,none,none,none,0.3013698630136986
MB,Gold,2017-05-13,44.778403,-64.414356,3.99,5.5,9.1,NA,26.7,NA,NA,302,254,48,2,0.4,2.64,9,0.027,0.977,NA,3.09794,0.4,0.4,0.7,14.45,NA,169,0.4,NA,0.415,24.1,0.4,57.16,17.94,10,10,0.228,1,0.4,2.36,1.38492,NA,0.5,0.689,0.4,5.07,NA,7.15,NA,NA,none,none,none,none,none,none,none,none,none,none,left,left,none,left,none,none,none,none,left,left,left,none,none,none,left,none,none,none,left,none,none,left,left,none,left,left,none,none,none,left,none,left,none,none,none,none,none,0.3643835616438356
MB,Gold,2017-05-29,44.778403,-64.414356,4.38,6.21,9.1,NA,22.9,NA,NA,330,290,40,2,0.4,2.7,9,0.024,1.1,NA,3.28121,0.4,0.4,0.7,101.65,NA,260,0.4,NA,0.41,23,0.4,47,5.98,10,10,0.17,1,0.4,2.5,1.97728,NA,2.7,0.88,0.4,0.6,NA,9,NA,NA,none,none,none,none,none,none,none,none,none,none,left,left,none,left,none,none,none,none,left,left,left,none,none,none,left,none,none,none,left,none,none,left,left,none,left,left,none,none,none,none,none,left,left,none,none,none,none,0.40821917808219177
MB,Gold,2017-06-21,44.778403,-64.414356,4.69,5.86,13.7,NA,24.8,NA,NA,510,414,96,2,1.12,3.89,9,0.0314,1.48,NA,4.6443,0.4,0.4,0.7,126.03,NA,447,0.4,NA,0.556,30,0.4,19.79,18.13,599.81,10,0.149,1,0.4,2.88,0.55057,NA,4.44,1.15,0.4,6.51,NA,15.8,NA,NA,none,none,none,none,none,none,none,none,none,none,left,none,none,left,none,none,none,none,left,left,left,none,none,none,left,none,none,none,left,none,none,none,left,none,left,left,none,none,none,none,none,left,none,none,none,none,none,0.4712328767123288
MB,Gold,2017-07-12,44.778403,-64.414356,4.61,6.12,15.8,NA,27.8,NA,NA,375,329,46,2,1.52,2.96,17449.066953315094,0.026,1.32,NA,4.89933794581513,0.4,0.4,0.7,1170.400492,NA,404,0.512,NA,0.493,27.5,0.4,NA,9,10,10,0.214,1,0.4,3.47,28.96834666,NA,3.31,1.33,0.4,5.07,NA,11.5,NA,NA,none,none,none,none,none,none,none,none,none,none,left,none,none,none,none,none,none,none,left,left,left,none,none,none,none,none,none,none,left,none,left,left,left,none,left,left,none,none,none,none,none,left,none,none,none,none,none,0.5287671232876713
MB,Gold,2017-07-31,44.778403,-64.414356,4.52,6.4,15.6,NA,24.9,NA,NA,351,308,43,2,1.5,2.81,NA,0.0223,1.47,NA,NA,0.4,0.4,0.7,NA,NA,364,0.4,NA,0.527,18.7,0.4,NA,NA,NA,10,0.219,1,0.4,3.63,1.62944,NA,3.18,1.33,0.4,5.17,NA,12.1,NA,NA,none,none,none,none,none,none,none,none,none,none,left,none,none,none,none,none,none,none,left,left,left,none,none,none,left,none,none,none,left,none,none,none,left,none,left,left,none,none,none,none,none,left,none,none,none,none,none,0.5808219178082191
MB,Gold,2017-08-22,44.778403,-64.414356,4.24,5.78,15.5,NA,27.2,NA,NA,560,480,80,2,1.6,4,NA,0.038,1.5,NA,NA,0.4,0.63,0.7,NA,NA,680,0.57,NA,0.56,59,0.4,NA,NA,NA,10,0.18,1,0.4,2.9,0.82846,NA,4.8,1.3,0.4,18,NA,21,NA,NA,none,none,none,none,none,none,none,none,none,none,left,none,none,none,none,none,none,none,left,none,left,none,none,none,none,none,none,none,left,none,none,none,left,none,left,left,none,none,none,none,none,left,none,none,none,none,none,0.6410958904109589
MB,Gold,2017-09-17,44.778403,-64.414356,4.62,6.72,14.7,NA,33.3,NA,NA,280,250,30,2,1.6,2.7,NA,0.018,1.6,NA,NA,0.4,0.4,0.7,NA,NA,320,0.4,NA,0.58,12,0.4,NA,NA,NA,10,0.32,1,0.4,3.9,1.25838,NA,2.2,1.2,0.4,0.6,NA,11,NA,NA,none,none,none,none,none,none,none,none,none,none,left,none,none,none,none,none,none,none,left,left,left,none,none,none,left,none,none,none,left,none,none,none,left,none,left,left,none,none,none,none,none,left,left,none,none,none,none,0.7123287671232876
MB,Gold,2019-10-15,44.778403,-64.414356,4.99,NA,NA,NA,NA,NA,NA,349.7,296.59999999999997,53.10000000000002,NA,NA,NA,NA,NA,1.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.025,NA,NA,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0.7890410958904109
MB,Gold,2019-10-28,44.778403,-64.414356,4.46,NA,NA,NA,NA,NA,NA,429.9,367.5,62.39999999999998,NA,NA,NA,NA,NA,1.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.05,NA,NA,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0.8246575342465754
MB,Gold,2019-11-07,44.778403,-64.414356,4.26,NA,NA,NA,NA,NA,NA,463.6,377.1,86.5,NA,NA,NA,NA,NA,1.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.455,NA,NA,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0.852054794520548
MB,Gold,2019-11-13,44.778403,-64.414356,3.87,NA,NA,NA,NA,NA,NA,446.5,382.4,64.10000000000002,NA,NA,NA,NA,NA,1.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.97,NA,NA,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0.8684931506849315
MB,Gold,2020-09-17,44.778403,-64.414356,6.01,5.5,12,14.7,38.2,23.66,5.84,282,240.3,41.69999999999999,2,1.419,2.816,13.0182,0.4,1.714,0.4,3.7024,0.4,0.4,0.7,246.1285,6.8013094,345.6,0.4,10.43,0.6123,15.77,0.4,321.1993,9,32.4031,30.02,0.3038,1,0.4,NA,1.9227,21.15,2.461,1.496,0.819,3.213,NA,9.624,120,168,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,left,none,left,left,left,none,none,none,left,none,none,none,left,none,left,none,none,none,left,left,none,none,none,none,none,none,none,none,none,none,none,0.7131147540983607
MB,Gold,2020-09-22,44.778403,-64.414356,6.26,5.93,7.6,12.7,36.6,39.4,6.97,216.7,188.2,28.5,2,1.163,2.271,12.4427,0.4,1.639,0.4,3.7359,0.4,0.4,0.984,277.536,6.545675599999999,264.3,0.4,10.6,0.5957,11.58,0.4,85.8192,9,60.2537,20.68,0.3872,1,0.4,NA,1.7816,23.38,2.131,1.227,0.417,4.834,NA,7.602,24.15,89.5,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,left,none,left,left,none,none,none,none,left,none,none,none,left,none,left,none,none,none,left,left,none,none,none,none,none,none,none,none,none,none,none,0.726775956284153
MB,Gold,2020-10-14,44.778403,-64.414356,4.28,4.53,11.7,16.5,44.5,44.15,-2.3582,686.1,567.8,118.30000000000007,2,0.81,7.172,9,0.4,2.229,0.548,3.7762,0.696,0.738,2.6,102.7227,9.5450364,498,0.821,4.119,0.9662999999999999,68.5,1.103,21.8386,9,12.6847,15.93,0.7763,1,0.4,NA,1.9457,41.14,4.815,1.057,1.185,11.78,NA,31.765,2.815,213,none,none,none,none,none,none,left,none,none,none,left,none,none,left,left,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,none,none,none,none,none,none,none,0.7868852459016393
MB,Gold,2020-11-18,44.778403,-64.414356,4.76,4.97,5.6,7.2,30.6,33.65,-2.3582,422.1,366.7,55.400000000000034,2,0.811,3.798,9,0.4,1.41,0.4,4.2089,0.4,0.4,1.541,108.3074,5.9384478000000005,326.9,0.4,3.089,0.5871000000000001,33.74,0.4,124.0312,9,17.0873,10,0.29860000000000003,1,0.4,NA,1.4216,27.6,2.894,0.843,0.649,5.323,NA,14.825,1.0085000000000002,127.5,none,none,none,none,none,none,left,none,none,none,left,none,none,left,left,none,left,none,left,left,none,none,none,none,left,none,none,none,left,none,left,none,left,none,left,left,none,none,none,none,none,none,none,none,none,none,none,0.8825136612021858
MB,Gold,2020-12-03,44.778403,-64.414356,4.09,4.46,7.1,10.1,40.6,41.12,-2.3582,410.6,338.4,72.20000000000005,2,0.522,4.751,9,0.4,1.606,0.4,6.299,0.4,0.434,0.737,81.3147,7.079739200000001,256,0.48,2.262,0.7454,42.55,0.4,45.1566,9,10,10,0.2228,1,0.4,NA,1.182,34.02,2.444,0.591,0.686,4.379,NA,12.455,4.38,107,none,none,none,none,none,none,left,none,none,none,left,none,none,left,left,none,left,none,left,none,none,none,none,none,none,none,none,none,left,none,left,left,left,none,left,left,none,none,none,none,none,none,none,none,none,none,none,0.9234972677595629
MB,Gold,2020-12-11,44.778403,-64.414356,4.73,4.8,4.4,8.7,38,32.76,-2.3582,304.9,252,52.89999999999998,2,0.564,3.5,9,0.4,1.297,0.4,5.3096,0.4,0.4,1.02,106.7707,5.4862134000000005,198.9,0.4,2.737,0.5458,34.66,0.4,51.2447,9,10,10,0.2374,1,0.4,NA,1.2673,27.6,2.147,0.637,0.581,4.378,NA,9.1095,1.1099999999999999,78,none,none,none,none,none,none,left,none,none,none,left,none,none,left,left,none,left,none,left,left,none,none,none,none,left,none,none,none,left,none,left,left,left,none,left,left,none,none,none,none,none,none,none,none,none,none,none,0.9453551912568307
MGB,WRSH,2022-08-16,45.03103,-62.71611,5.7,6.2967,18.6,18.1426,40.8,12.9243,5.1956,328.429244,337.0829723,5.656854249492381,2,0.547139933,5.286802274,25.3626,0.4,1.976317564,0.821733415,2.8012,0.4,0.4,1.451204069,17.2684,NA,816.2706795,0.521262919,0.91156879,1.723741443,47.56497711,0.718374526,497.1,9,235.4862,24.84403097,0.336204158,1,0.4,3.888405524,0.5159,8.616113838,3.567652314,0.4,0.547760332,6.552976179,3.3295,12.76,3.89,28.33,none,none,none,none,none,none,none,none,none,left,left,none,none,none,left,none,none,none,left,left,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,none,none,none,none,none,none,0.6246575342465753
